ICD-10 113 Cause List,ICD-10 113 Cause List Code,State,State Code,Gender,Gender Code,Ten-Year Age Groups,Ten-Year Age Groups Code,Deaths,Population,Crude Rate
Suicide,GR113-124,Georgia,13,Female,F,75-84 years,75-84,155,3547890,4.4
Suicide,GR113-124,Georgia,13,Female,F,85+ years,85+,49,1479424,3.3
Suicide,GR113-124,Georgia,13,Male,M,5-14 years,14-May,125,12944306,1
Suicide,GR113-124,Georgia,13,Male,M,15-24 years,15-24,2188,13084537,16.7
Suicide,GR113-124,Georgia,13,Male,M,25-34 years,25-34,2728,12651072,21.6
Suicide,GR113-124,Georgia,13,Male,M,35-44 years,35-44,2884,12901556,22.4
Suicide,GR113-124,Georgia,13,Male,M,45-54 years,45-54,3127,11968959,26.1
Suicide,GR113-124,Georgia,13,Male,M,55-64 years,55-64,2356,8806466,26.8
Suicide,GR113-124,Georgia,13,Male,M,65-74 years,65-74,1444,5157882,28
Suicide,GR113-124,Georgia,13,Male,M,75-84 years,75-84,1000,2348499,42.6
Suicide,GR113-124,Georgia,13,Male,M,85+ years,85+,344,610059,56.4
Suicide,GR113-124,Hawaii,15,Female,F,15-24 years,15-24,92,1568219,5.9
Suicide,GR113-124,Hawaii,15,Female,F,25-34 years,25-34,113,1691105,6.7
Suicide,GR113-124,Hawaii,15,Female,F,35-44 years,35-44,96,1694486,5.7
Suicide,GR113-124,Hawaii,15,Female,F,45-54 years,45-54,151,1743554,8.7
Suicide,GR113-124,Hawaii,15,Female,F,55-64 years,55-64,106,1491632,7.1
Suicide,GR113-124,Hawaii,15,Female,F,65-74 years,65-74,53,1027977,5.2
Suicide,GR113-124,Hawaii,15,Female,F,75-84 years,75-84,49,690791,7.1
Suicide,GR113-124,Hawaii,15,Female,F,85+ years,85+,16,331433,0
Suicide,GR113-124,Hawaii,15,Male,M,5-14 years,14-May,16,1620334,0
Suicide,GR113-124,Hawaii,15,Male,M,15-24 years,15-24,348,1821823,19.1
Suicide,GR113-124,Hawaii,15,Male,M,25-34 years,25-34,428,1840771,23.3
Suicide,GR113-124,Hawaii,15,Male,M,35-44 years,35-44,431,1738559,24.8
Suicide,GR113-124,Hawaii,15,Male,M,45-54 years,45-54,423,1744397,24.2
Suicide,GR113-124,Hawaii,15,Male,M,55-64 years,55-64,333,1451400,22.9
Suicide,GR113-124,Hawaii,15,Male,M,65-74 years,65-74,180,915342,19.7
Suicide,GR113-124,Hawaii,15,Male,M,75-84 years,75-84,93,518097,18
Suicide,GR113-124,Hawaii,15,Male,M,85+ years,85+,64,198769,32.2
Suicide,GR113-124,Idaho,16,Female,F,5-14 years,14-May,17,2108340,0
Suicide,GR113-124,Idaho,16,Female,F,15-24 years,15-24,124,2047557,6.1
Suicide,GR113-124,Idaho,16,Female,F,25-34 years,25-34,146,1830499,8
Suicide,GR113-124,Idaho,16,Female,F,35-44 years,35-44,228,1829783,12.5
Suicide,GR113-124,Idaho,16,Female,F,45-54 years,45-54,238,1860914,12.8
Suicide,GR113-124,Idaho,16,Female,F,55-64 years,55-64,163,1558373,10.5
Suicide,GR113-124,Idaho,16,Female,F,65-74 years,65-74,57,1039285,5.5
Suicide,GR113-124,Idaho,16,Female,F,75-84 years,75-84,23,630854,3.6
Suicide,GR113-124,Idaho,16,Male,M,5-14 years,14-May,48,2223001,2.2
Suicide,GR113-124,Idaho,16,Male,M,15-24 years,15-24,635,2157343,29.4
Suicide,GR113-124,Idaho,16,Male,M,25-34 years,25-34,589,1910931,30.8
Suicide,GR113-124,Idaho,16,Male,M,35-44 years,35-44,711,1870461,38
Suicide,GR113-124,Idaho,16,Male,M,45-54 years,45-54,730,1852502,39.4
Suicide,GR113-124,Idaho,16,Male,M,55-64 years,55-64,566,1532936,36.9
Suicide,GR113-124,Idaho,16,Male,M,65-74 years,65-74,356,992038,35.9
Suicide,GR113-124,Idaho,16,Male,M,75-84 years,75-84,270,511340,52.8
Suicide,GR113-124,Idaho,16,Male,M,85+ years,85+,129,158791,81.2
Suicide,GR113-124,Illinois,17,Female,F,5-14 years,14-May,68,16223708,0.4
Suicide,GR113-124,Illinois,17,Female,F,15-24 years,15-24,536,16453639,3.3
Suicide,GR113-124,Illinois,17,Female,F,25-34 years,25-34,656,16738770,3.9
Suicide,GR113-124,Illinois,17,Female,F,35-44 years,35-44,909,17146088,5.3
Suicide,GR113-124,Illinois,17,Female,F,45-54 years,45-54,1083,17072740,6.3
Suicide,GR113-124,Illinois,17,Female,F,55-64 years,55-64,747,13515054,5.5
Suicide,GR113-124,Illinois,17,Female,F,65-74 years,65-74,311,8908751,3.5
Suicide,GR113-124,Illinois,17,Female,F,75-84 years,75-84,197,6078492,3.2
Suicide,GR113-124,Illinois,17,Female,F,85+ years,85+,74,2978388,2.5
Suicide,GR113-124,Illinois,17,Male,M,5-14 years,14-May,132,16947170,0.8
Suicide,GR113-124,Illinois,17,Male,M,15-24 years,15-24,2430,17287939,14.1
Suicide,GR113-124,Illinois,17,Male,M,25-34 years,25-34,2946,16969421,17.4
Suicide,GR113-124,Illinois,17,Male,M,35-44 years,35-44,3377,17000107,19.9
Suicide,GR113-124,Illinois,17,Male,M,45-54 years,45-54,3609,16524697,21.8
Suicide,GR113-124,Illinois,17,Male,M,55-64 years,55-64,2562,12562489,20.4
Suicide,GR113-124,Illinois,17,Male,M,65-74 years,65-74,1368,7487244,18.3
Suicide,GR113-124,Illinois,17,Male,M,75-84 years,75-84,1102,4117989,26.8
Suicide,GR113-124,Illinois,17,Male,M,85+ years,85+,483,1313917,36.8
Suicide,GR113-124,Indiana,18,Female,F,5-14 years,14-May,28,8243904,0.3
Suicide,GR113-124,Indiana,18,Female,F,15-24 years,15-24,320,8550315,3.7
Suicide,GR113-124,Indiana,18,Female,F,25-34 years,25-34,489,7839701,6.2
Suicide,GR113-124,Indiana,18,Female,F,35-44 years,35-44,691,8326630,8.3
Suicide,GR113-124,Indiana,18,Female,F,45-54 years,45-54,756,8547976,8.8
Suicide,GR113-124,Indiana,18,Female,F,55-64 years,55-64,494,6956581,7.1
Suicide,GR113-124,Indiana,18,Female,F,65-74 years,65-74,169,4660292,3.6
Suicide,GR113-124,Indiana,18,Female,F,75-84 years,75-84,84,3123475,2.7
Suicide,GR113-124,Indiana,18,Female,F,85+ years,85+,29,1451309,2
Suicide,GR113-124,Indiana,18,Male,M,5-14 years,14-May,103,8648601,1.2
Suicide,GR113-124,Indiana,18,Male,M,15-24 years,15-24,1714,8907455,19.2
Suicide,GR113-124,Indiana,18,Male,M,25-34 years,25-34,2240,7933765,28.2
Suicide,GR113-124,Indiana,18,Male,M,35-44 years,35-44,2423,8317778,29.1
Suicide,GR113-124,Indiana,18,Male,M,45-54 years,45-54,2622,8397924,31.2
Suicide,GR113-124,Indiana,18,Male,M,55-64 years,55-64,1662,6571056,25.3
Suicide,GR113-124,Indiana,18,Male,M,65-74 years,65-74,977,3987228,24.5
Suicide,GR113-124,Indiana,18,Male,M,75-84 years,75-84,759,2129814,35.6
Suicide,GR113-124,Indiana,18,Male,M,85+ years,85+,307,638638,48.1
Suicide,GR113-124,Iowa,19,Female,F,5-14 years,14-May,24,3749582,0.6
Suicide,GR113-124,Iowa,19,Female,F,15-24 years,15-24,151,4049078,3.7
Suicide,GR113-124,Iowa,19,Female,F,25-34 years,25-34,195,3463502,5.6
Suicide,GR113-124,Iowa,19,Female,F,35-44 years,35-44,281,3685998,7.6
Suicide,GR113-124,Iowa,19,Female,F,45-54 years,45-54,346,3954606,8.7
Suicide,GR113-124,Iowa,19,Female,F,55-64 years,55-64,174,3299651,5.3
Suicide,GR113-124,Iowa,19,Female,F,65-74 years,65-74,85,2321848,3.7
Suicide,GR113-124,Iowa,19,Female,F,75-84 years,75-84,40,1743426,2.3
Suicide,GR113-124,Iowa,19,Female,F,85+ years,85+,24,955691,2.5
Suicide,GR113-124,Iowa,19,Male,M,5-14 years,14-May,47,3942937,1.2
Suicide,GR113-124,Iowa,19,Male,M,15-24 years,15-24,934,4266927,21.9
Suicide,GR113-124,Iowa,19,Male,M,25-34 years,25-34,908,3610925,25.1
Suicide,GR113-124,Iowa,19,Male,M,35-44 years,35-44,1044,3745984,27.9
Suicide,GR113-124,Iowa,19,Male,M,45-54 years,45-54,1104,3974994,27.8
Suicide,GR113-124,Iowa,19,Male,M,55-64 years,55-64,741,3225967,23
Suicide,GR113-124,Iowa,19,Male,M,65-74 years,65-74,430,2046748,21
Suicide,GR113-124,Iowa,19,Male,M,75-84 years,75-84,324,1232295,26.3
Suicide,GR113-124,Iowa,19,Male,M,85+ years,85+,179,423551,42.3
Suicide,GR113-124,Kansas,20,Female,F,5-14 years,14-May,19,3675182,0
Suicide,GR113-124,Kansas,20,Female,F,15-24 years,15-24,175,3790639,4.6
Suicide,GR113-124,Kansas,20,Female,F,25-34 years,25-34,215,3382527,6.4
Suicide,GR113-124,Kansas,20,Female,F,35-44 years,35-44,314,3488401,9
Suicide,GR113-124,Kansas,20,Female,F,45-54 years,45-54,347,3636698,9.5
Suicide,GR113-124,Kansas,20,Female,F,55-64 years,55-64,246,2933087,8.4
Suicide,GR113-124,Kansas,20,Female,F,65-74 years,65-74,79,1970776,4
Suicide,GR113-124,Kansas,20,Female,F,75-84 years,75-84,44,1418327,3.1
Suicide,GR113-124,Kansas,20,Female,F,85+ years,85+,20,751412,2.7
Suicide,GR113-124,Kansas,20,Male,M,5-14 years,14-May,51,3872995,1.3
Suicide,GR113-124,Kansas,20,Male,M,15-24 years,15-24,968,4074580,23.8
Suicide,GR113-124,Kansas,20,Male,M,25-34 years,25-34,1083,3530333,30.7
Suicide,GR113-124,Kansas,20,Male,M,35-44 years,35-44,1059,3528849,30
Suicide,GR113-124,Kansas,20,Male,M,45-54 years,45-54,1174,3608907,32.5
Suicide,GR113-124,Kansas,20,Male,M,55-64 years,55-64,768,2829583,27.1
Suicide,GR113-124,Kansas,20,Male,M,65-74 years,65-74,453,1732291,26.2
Suicide,GR113-124,Kansas,20,Male,M,75-84 years,75-84,378,1016304,37.2
Suicide,GR113-124,Kansas,20,Male,M,85+ years,85+,149,349045,42.7
Suicide,GR113-124,Kentucky,21,Female,F,5-14 years,14-May,19,5204339,0
Suicide,GR113-124,Kentucky,21,Female,F,15-24 years,15-24,220,5444297,4
Suicide,GR113-124,Kentucky,21,Female,F,25-34 years,25-34,360,5313840,6.8
Suicide,GR113-124,Kentucky,21,Female,F,35-44 years,35-44,505,5658299,8.9
Suicide,GR113-124,Kentucky,21,Female,F,45-54 years,45-54,567,5857420,9.7
Suicide,GR113-124,Kentucky,21,Female,F,55-64 years,55-64,346,4876877,7.1
Suicide,GR113-124,Kentucky,21,Female,F,65-74 years,65-74,159,3318067,4.8
Suicide,GR113-124,Kentucky,21,Female,F,75-84 years,75-84,72,2085300,3.5
Suicide,GR113-124,Kentucky,21,Female,F,85+ years,85+,15,890703,0
Suicide,GR113-124,Kentucky,21,Male,M,5-14 years,14-May,57,5476132,1
Suicide,GR113-124,Kentucky,21,Male,M,15-24 years,15-24,1177,5711590,20.6
Suicide,GR113-124,Kentucky,21,Male,M,25-34 years,25-34,1632,5384673,30.3
Suicide,GR113-124,Kentucky,21,Male,M,35-44 years,35-44,1883,5625826,33.5
Suicide,GR113-124,Kentucky,21,Male,M,45-54 years,45-54,1907,5680372,33.6
Suicide,GR113-124,Kentucky,21,Male,M,55-64 years,55-64,1304,4559064,28.6
Suicide,GR113-124,Kentucky,21,Male,M,65-74 years,65-74,909,2851979,31.9
Suicide,GR113-124,Kentucky,21,Male,M,75-84 years,75-84,604,1420800,42.5
Suicide,GR113-124,Kentucky,21,Male,M,85+ years,85+,217,382265,56.8
Suicide,GR113-124,Louisiana,22,Female,F,5-14 years,14-May,24,5878895,0.4
Suicide,GR113-124,Louisiana,22,Female,F,15-24 years,15-24,230,6329102,3.6
Suicide,GR113-124,Louisiana,22,Female,F,25-34 years,25-34,361,5937120,6.1
Suicide,GR113-124,Louisiana,22,Female,F,35-44 years,35-44,446,5870278,7.6
Suicide,GR113-124,Louisiana,22,Female,F,45-54 years,45-54,518,6065416,8.5
Suicide,GR113-124,Louisiana,22,Female,F,55-64 years,55-64,338,4941469,6.8
Suicide,GR113-124,Louisiana,22,Female,F,65-74 years,65-74,152,3297667,4.6
Suicide,GR113-124,Louisiana,22,Female,F,75-84 years,75-84,70,2080917,3.4
Suicide,GR113-124,Louisiana,22,Female,F,85+ years,85+,21,855036,2.5
Suicide,GR113-124,Louisiana,22,Male,M,5-14 years,14-May,73,6137207,1.2
Suicide,GR113-124,Louisiana,22,Male,M,15-24 years,15-24,1259,6427453,19.6
Suicide,GR113-124,Louisiana,22,Male,M,25-34 years,25-34,1592,5855944,27.2
Suicide,GR113-124,Louisiana,22,Male,M,35-44 years,35-44,1479,5673680,26.1
Suicide,GR113-124,Louisiana,22,Male,M,45-54 years,45-54,1521,5783545,26.3
Suicide,GR113-124,Louisiana,22,Male,M,55-64 years,55-64,1074,4553721,23.6
Suicide,GR113-124,Louisiana,22,Male,M,65-74 years,65-74,732,2759582,26.5
Suicide,GR113-124,Louisiana,22,Male,M,75-84 years,75-84,510,1404565,36.3
Suicide,GR113-124,Louisiana,22,Male,M,85+ years,85+,192,388045,49.5
Suicide,GR113-124,Maine,23,Female,F,15-24 years,15-24,66,1537083,4.3
Suicide,GR113-124,Maine,23,Female,F,25-34 years,25-34,81,1441201,5.6
Suicide,GR113-124,Maine,23,Female,F,35-44 years,35-44,163,1761676,9.3
Suicide,GR113-124,Maine,23,Female,F,45-54 years,45-54,198,1992911,9.9
Suicide,GR113-124,Maine,23,Female,F,55-64 years,55-64,143,1690860,8.5
Suicide,GR113-124,Maine,23,Female,F,65-74 years,65-74,48,1145438,4.2
Suicide,GR113-124,Maine,23,Female,F,75-84 years,75-84,26,758044,3.4
Suicide,GR113-124,Maine,23,Female,F,85+ years,85+,13,361410,0
Suicide,GR113-124,Maine,23,Male,M,5-14 years,14-May,16,1540514,0
Suicide,GR113-124,Maine,23,Male,M,15-24 years,15-24,352,1611785,21.8
Suicide,GR113-124,Maine,23,Male,M,25-34 years,25-34,406,1410966,28.8
Suicide,GR113-124,Maine,23,Male,M,35-44 years,35-44,485,1698508,28.6
Suicide,GR113-124,Maine,23,Male,M,45-54 years,45-54,618,1924149,32.1
Suicide,GR113-124,Maine,23,Male,M,55-64 years,55-64,461,1619368,28.5
Suicide,GR113-124,Maine,23,Male,M,65-74 years,65-74,286,1033979,27.7
Suicide,GR113-124,Maine,23,Male,M,75-84 years,75-84,204,550966,37
Suicide,GR113-124,Maine,23,Male,M,85+ years,85+,123,166645,73.8
Suicide,GR113-124,Maryland,24,Female,F,5-14 years,14-May,24,7072206,0.3
Suicide,GR113-124,Maryland,24,Female,F,15-24 years,15-24,240,7101219,3.4
Suicide,GR113-124,Maryland,24,Female,F,25-34 years,25-34,281,7446401,3.8
Suicide,GR113-124,Maryland,24,Female,F,35-44 years,35-44,363,8223895,4.4
Suicide,GR113-124,Maryland,24,Female,F,45-54 years,45-54,501,8381408,6
Suicide,GR113-124,Maryland,24,Female,F,55-64 years,55-64,295,6465773,4.6
Suicide,GR113-124,Maryland,24,Female,F,65-74 years,65-74,154,4028898,3.8
Suicide,GR113-124,Maryland,24,Female,F,75-84 years,75-84,93,2556672,3.6
Suicide,GR113-124,Maryland,24,Female,F,85+ years,85+,42,1189731,3.5
Suicide,GR113-124,Maryland,24,Male,M,5-14 years,14-May,76,7363733,1
Suicide,GR113-124,Maryland,24,Male,M,15-24 years,15-24,1055,7368803,14.3
Suicide,GR113-124,Maryland,24,Male,M,25-34 years,25-34,1275,7143746,17.8
Suicide,GR113-124,Maryland,24,Male,M,35-44 years,35-44,1392,7682864,18.1
Suicide,GR113-124,Maryland,24,Male,M,45-54 years,45-54,1596,7729088,20.6
Suicide,GR113-124,Maryland,24,Male,M,55-64 years,55-64,1151,5836051,19.7
Suicide,GR113-124,Maryland,24,Male,M,65-74 years,65-74,662,3373457,19.6
Suicide,GR113-124,Maryland,24,Male,M,75-84 years,75-84,538,1745014,30.8
Suicide,GR113-124,Maryland,24,Male,M,85+ years,85+,220,542031,40.6
Suicide,GR113-124,Massachusetts,25,Female,F,5-14 years,14-May,21,7493013,0.3
Suicide,GR113-124,Massachusetts,25,Female,F,15-24 years,15-24,254,8576319,3
Suicide,GR113-124,Massachusetts,25,Female,F,25-34 years,25-34,318,8517585,3.7
Suicide,GR113-124,Massachusetts,25,Female,F,35-44 years,35-44,474,9092443,5.2
Suicide,GR113-124,Massachusetts,25,Female,F,45-54 years,45-54,566,9345447,6.1
Suicide,GR113-124,Massachusetts,25,Female,F,55-64 years,55-64,391,7397231,5.3
Suicide,GR113-124,Massachusetts,25,Female,F,65-74 years,65-74,154,4890356,3.1
Suicide,GR113-124,Massachusetts,25,Female,F,75-84 years,75-84,85,3504955,2.4
Suicide,GR113-124,Massachusetts,25,Female,F,85+ years,85+,37,1836427,2
Suicide,GR113-124,Massachusetts,25,Male,M,5-14 years,14-May,55,7845821,0.7
Suicide,GR113-124,Massachusetts,25,Male,M,15-24 years,15-24,897,8642017,10.4
Suicide,GR113-124,Massachusetts,25,Male,M,25-34 years,25-34,1281,8328661,15.4
Suicide,GR113-124,Massachusetts,25,Male,M,35-44 years,35-44,1532,8729456,17.5
Suicide,GR113-124,Massachusetts,25,Male,M,45-54 years,45-54,1713,8861385,19.3
Suicide,GR113-124,Massachusetts,25,Male,M,55-64 years,55-64,1120,6791923,16.5
Suicide,GR113-124,Massachusetts,25,Male,M,65-74 years,65-74,512,4098048,12.5
Suicide,GR113-124,Massachusetts,25,Male,M,75-84 years,75-84,335,2354990,14.2
Suicide,GR113-124,Massachusetts,25,Male,M,85+ years,85+,187,797365,23.5
Suicide,GR113-124,Michigan,26,Female,F,5-14 years,14-May,77,12589223,0.6
Suicide,GR113-124,Michigan,26,Female,F,15-24 years,15-24,493,13101152,3.8
Suicide,GR113-124,Michigan,26,Female,F,25-34 years,25-34,638,11765081,5.4
Suicide,GR113-124,Michigan,26,Female,F,35-44 years,35-44,989,13057579,7.6
Suicide,GR113-124,Michigan,26,Female,F,45-54 years,45-54,1131,13897982,8.1
Suicide,GR113-124,Michigan,26,Female,F,55-64 years,55-64,740,11323690,6.5
Suicide,GR113-124,Michigan,26,Female,F,65-74 years,65-74,303,7468731,4.1
Suicide,GR113-124,Michigan,26,Female,F,75-84 years,75-84,162,5007447,3.2
Suicide,GR113-124,Michigan,26,Female,F,85+ years,85+,53,2334993,2.3
Suicide,GR113-124,Michigan,26,Male,M,5-14 years,14-May,146,13208186,1.1
Suicide,GR113-124,Michigan,26,Male,M,15-24 years,15-24,2438,13632892,17.9
Suicide,GR113-124,Michigan,26,Male,M,25-34 years,25-34,2911,11806675,24.7
Suicide,GR113-124,Michigan,26,Male,M,35-44 years,35-44,3359,12874967,26.1
Suicide,GR113-124,Michigan,26,Male,M,45-54 years,45-54,3719,13524755,27.5
Suicide,GR113-124,Michigan,26,Male,M,55-64 years,55-64,2486,10704407,23.2
Suicide,GR113-124,Michigan,26,Male,M,65-74 years,65-74,1399,6494940,21.5
Suicide,GR113-124,Michigan,26,Male,M,75-84 years,75-84,1082,3527892,30.7
Suicide,GR113-124,Michigan,26,Male,M,85+ years,85+,458,1082885,42.3
Suicide,GR113-124,Minnesota,27,Female,F,5-14 years,14-May,38,6635102,0.6
Suicide,GR113-124,Minnesota,27,Female,F,15-24 years,15-24,276,6755528,4.1
Suicide,GR113-124,Minnesota,27,Female,F,25-34 years,25-34,334,6562210,5.1
Suicide,GR113-124,Minnesota,27,Female,F,35-44 years,35-44,483,6887411,7
Suicide,GR113-124,Minnesota,27,Female,F,45-54 years,45-54,544,7118432,7.6
Suicide,GR113-124,Minnesota,27,Female,F,55-64 years,55-64,361,5563810,6.5
Suicide,GR113-124,Minnesota,27,Female,F,65-74 years,65-74,113,3560492,3.2
Suicide,GR113-124,Minnesota,27,Female,F,75-84 years,75-84,74,2456492,3
Suicide,GR113-124,Minnesota,27,Female,F,85+ years,85+,22,1332352,1.7
Suicide,GR113-124,Minnesota,27,Male,M,5-14 years,14-May,102,6962442,1.5
Suicide,GR113-124,Minnesota,27,Male,M,15-24 years,15-24,1430,7035188,20.3
Suicide,GR113-124,Minnesota,27,Male,M,25-34 years,25-34,1515,6760015,22.4
Suicide,GR113-124,Minnesota,27,Male,M,35-44 years,35-44,1646,7016543,23.5
Suicide,GR113-124,Minnesota,27,Male,M,45-54 years,45-54,1816,7153761,25.4
Suicide,GR113-124,Minnesota,27,Male,M,55-64 years,55-64,1261,5448862,23.1
Suicide,GR113-124,Minnesota,27,Male,M,65-74 years,65-74,609,3209984,19
Suicide,GR113-124,Minnesota,27,Male,M,75-84 years,75-84,465,1804166,25.8
Suicide,GR113-124,Minnesota,27,Male,M,85+ years,85+,205,620339,33
Suicide,GR113-124,Mississippi,28,Female,F,5-14 years,14-May,12,3892890,0
Suicide,GR113-124,Mississippi,28,Female,F,15-24 years,15-24,116,4114580,2.8
Suicide,GR113-124,Mississippi,28,Female,F,25-34 years,25-34,226,3704360,6.1
Suicide,GR113-124,Mississippi,28,Female,F,35-44 years,35-44,311,3795810,8.2
Suicide,GR113-124,Mississippi,28,Female,F,45-54 years,45-54,307,3851539,8
Suicide,GR113-124,Mississippi,28,Female,F,55-64 years,55-64,225,3194568,7
Suicide,GR113-124,Mississippi,28,Female,F,65-74 years,65-74,116,2225680,5.2
Suicide,GR113-124,Mississippi,28,Female,F,75-84 years,75-84,35,1412122,2.5
Suicide,GR113-124,Mississippi,28,Female,F,85+ years,85+,11,600654,0
Suicide,GR113-124,Mississippi,28,Male,M,5-14 years,14-May,43,4061664,1.1
Suicide,GR113-124,Mississippi,28,Male,M,15-24 years,15-24,798,4219226,18.9
Suicide,GR113-124,Mississippi,28,Male,M,25-34 years,25-34,961,3573798,26.9
Suicide,GR113-124,Mississippi,28,Male,M,35-44 years,35-44,1043,3594195,29
Suicide,GR113-124,Mississippi,28,Male,M,45-54 years,45-54,1037,3621054,28.6
Suicide,GR113-124,Mississippi,28,Male,M,55-64 years,55-64,785,2916695,26.9
Suicide,GR113-124,Mississippi,28,Male,M,65-74 years,65-74,505,1859332,27.2
Suicide,GR113-124,Mississippi,28,Male,M,75-84 years,75-84,378,921214,41
Suicide,GR113-124,Mississippi,28,Male,M,85+ years,85+,131,249098,52.6
Suicide,GR113-124,Missouri,29,Female,F,5-14 years,14-May,44,7329453,0.6
Suicide,GR113-124,Missouri,29,Female,F,15-24 years,15-24,359,7702372,4.7
Suicide,GR113-124,Missouri,29,Female,F,25-34 years,25-34,464,7272703,6.4
Suicide,GR113-124,Missouri,29,Female,F,35-44 years,35-44,711,7571790,9.4
Suicide,GR113-124,Missouri,29,Female,F,45-54 years,45-54,830,7952508,10.4
Suicide,GR113-124,Missouri,29,Female,F,55-64 years,55-64,512,6640160,7.7
Suicide,GR113-124,Missouri,29,Female,F,65-74 years,65-74,211,4595157,4.6
Suicide,GR113-124,Missouri,29,Female,F,75-84 years,75-84,119,3074270,3.9
Suicide,GR113-124,Missouri,29,Female,F,85+ years,85+,49,1462155,3.4
Suicide,GR113-124,Missouri,29,Male,M,5-14 years,14-May,102,7677272,1.3
Suicide,GR113-124,Missouri,29,Male,M,15-24 years,15-24,1723,7958586,21.6
Suicide,GR113-124,Missouri,29,Male,M,25-34 years,25-34,2105,7244761,29.1
Suicide,GR113-124,Missouri,29,Male,M,35-44 years,35-44,2442,7470506,32.7
Suicide,GR113-124,Missouri,29,Male,M,45-54 years,45-54,2560,7687860,33.3
Suicide,GR113-124,Missouri,29,Male,M,55-64 years,55-64,1704,6158618,27.7
Suicide,GR113-124,Missouri,29,Male,M,65-74 years,65-74,1047,3961426,26.4
Suicide,GR113-124,Missouri,29,Male,M,75-84 years,75-84,854,2163529,39.5
Suicide,GR113-124,Missouri,29,Male,M,85+ years,85+,363,651929,55.7
Suicide,GR113-124,Montana,30,Female,F,5-14 years,14-May,18,1156644,0
Suicide,GR113-124,Montana,30,Female,F,15-24 years,15-24,99,1243662,8
Suicide,GR113-124,Montana,30,Female,F,25-34 years,25-34,118,1074639,11
Suicide,GR113-124,Montana,30,Female,F,35-44 years,35-44,177,1161616,15.2
Suicide,GR113-124,Montana,30,Female,F,45-54 years,45-54,161,1346891,12
Suicide,GR113-124,Montana,30,Female,F,55-64 years,55-64,152,1175326,12.9
Suicide,GR113-124,Montana,30,Female,F,65-74 years,65-74,55,769621,7.1
Suicide,GR113-124,Montana,30,Female,F,75-84 years,75-84,19,487494,0
Suicide,GR113-124,Montana,30,Male,M,5-14 years,14-May,40,1218810,3.3
Suicide,GR113-124,Montana,30,Male,M,15-24 years,15-24,458,1353488,33.8
Suicide,GR113-124,Montana,30,Male,M,25-34 years,25-34,555,1130791,49.1
Suicide,GR113-124,Montana,30,Male,M,35-44 years,35-44,519,1171731,44.3
Suicide,GR113-124,Montana,30,Male,M,45-54 years,45-54,575,1338837,42.9
Suicide,GR113-124,Montana,30,Male,M,55-64 years,55-64,497,1179787,42.1
Suicide,GR113-124,Montana,30,Male,M,65-74 years,65-74,278,753108,36.9
Suicide,GR113-124,Montana,30,Male,M,75-84 years,75-84,222,395385,56.1
Suicide,GR113-124,Montana,30,Male,M,85+ years,85+,132,126067,104.7
Suicide,GR113-124,Nebraska,31,Female,F,5-14 years,14-May,16,2345575,0
Suicide,GR113-124,Nebraska,31,Female,F,15-24 years,15-24,100,2437679,4.1
Suicide,GR113-124,Nebraska,31,Female,F,25-34 years,25-34,100,2195269,4.6
Suicide,GR113-124,Nebraska,31,Female,F,35-44 years,35-44,146,2219607,6.6
Suicide,GR113-124,Nebraska,31,Female,F,45-54 years,45-54,171,2319226,7.4
Suicide,GR113-124,Nebraska,31,Female,F,55-64 years,55-64,109,1882016,5.8
Suicide,GR113-124,Nebraska,31,Female,F,65-74 years,65-74,37,1279157,2.9
Suicide,GR113-124,Nebraska,31,Female,F,75-84 years,75-84,25,929969,2.7
Suicide,GR113-124,Nebraska,31,Male,M,5-14 years,14-May,34,2455148,1.4
Suicide,GR113-124,Nebraska,31,Male,M,15-24 years,15-24,538,2560783,21
Suicide,GR113-124,Nebraska,31,Male,M,25-34 years,25-34,528,2294019,23
Suicide,GR113-124,Nebraska,31,Male,M,35-44 years,35-44,557,2268886,24.5
Suicide,GR113-124,Nebraska,31,Male,M,45-54 years,45-54,586,2319786,25.3
Suicide,GR113-124,Nebraska,31,Male,M,55-64 years,55-64,411,1831197,22.4
Suicide,GR113-124,Nebraska,31,Male,M,65-74 years,65-74,209,1132571,18.5
Suicide,GR113-124,Nebraska,31,Male,M,75-84 years,75-84,208,669056,31.1
Suicide,GR113-124,Nebraska,31,Male,M,85+ years,85+,80,229976,34.8
Suicide,GR113-124,Nevada,32,Female,F,5-14 years,14-May,33,3209561,1
Suicide,GR113-124,Nevada,32,Female,F,15-24 years,15-24,186,3043273,6.1
Suicide,GR113-124,Nevada,32,Female,F,25-34 years,25-34,289,3429815,8.4
Suicide,GR113-124,Nevada,32,Female,F,35-44 years,35-44,412,3396805,12.1
Suicide,GR113-124,Nevada,32,Female,F,45-54 years,45-54,528,3255177,16.2
Suicide,GR113-124,Nevada,32,Female,F,55-64 years,55-64,380,2776616,13.7
Suicide,GR113-124,Nevada,32,Female,F,65-74 years,65-74,189,1866549,10.1
Suicide,GR113-124,Nevada,32,Female,F,75-84 years,75-84,103,973483,10.6
Suicide,GR113-124,Nevada,32,Female,F,85+ years,85+,29,340454,8.5
Suicide,GR113-124,Nevada,32,Male,M,5-14 years,14-May,47,3366160,1.4
Suicide,GR113-124,Nevada,32,Male,M,15-24 years,15-24,731,3240958,22.6
Suicide,GR113-124,Nevada,32,Male,M,25-34 years,25-34,1087,3625337,30
